Mfg_Part_Num,Part_Desc,E1_Brand,Unilog_Brand,DIB_Brand,Part_Manuf
M22-D-G-87,PUSHBUTTON 22.5MM NON-ILLUM GREEN FLUSH,EATON,Eaton Bussmann,CUTLER-HAMMER,Eaton
TA25DU-11-87,THERMAL OVERLOAD RELAY 7.5-11A FOR AF09-AF38,ABB,ABB Installation,BALDOR,ABB Inc
MICRO SWITCH BZ-2RW82-A2-87,PREMIUM LARGE BASIC SWITCH SPDT 15A 125V,HONEYWELL,Honeywell Sensing,HONEYWELL,Honeywell International
DX1-411-BL49-87,ISO 5599-1 SIZE 1 VALVE 5/2 SINGLE SOLENOID 24VDC,PARKER,Parker Hannifin,PARKER,Parker Hannifin
193-EEB-88,ELECTRONIC OVERLOAD RELAY 1-5A,ALLEN BRADLEY,Allen-Bradley,ROCKWELL,Rockwell Automation
QO120-88,CIR BRKR 20A 1P 120V PLUG-IN 10KA,SQUARE D,,SQUARED,Schneider Electric
3RT2015-1BB41-88,POWER CONTACTOR 7A 24VDC 3P S00 SCREW,,Siemens AG,,Siemens Industry
LPJ-30SP-88,LOW-PEAK TIME DELAY FUSE 30A 600V DUAL ELEM,EATON,Eaton Bussmann,,
EM3558T-88,BALDOR RELIANCE MOTOR 3HP 1800RPM 3PH 56C TEFC,ABB,ABB Installation,BALDOR,ABB Inc
SS49E-88,LINEAR HALL EFFECT SENSOR 3-PIN RADIAL,HONEYWELL,Honeywell Sensing,HONEYWELL,Honeywell International
341N01-88,VALVE SOLENOID 2-WAY NC 1/4 NPT BRASS 120V,PARKER,Parker Hannifin,PARKER,Parker Hannifin
5069-IB16-89,COMPACT 5000 16PT 24VDC INPUT MODULE,ALLEN BRADLEY,Allen-Bradley,ROCKWELL,Rockwell Automation
ATV320U15N4B-89,ALTIVAR 320 VFD 2HP 480V 3PH COMPACT,SQUARE D,Schneider Electric,SQUARED,Schneider Electric
3VA5110-4EC31-0AA0-89,MOLDED CASE CIR BRKR 100A 3P 480V 25KA,SIEMENS,Siemens AG,SIEMENS,Siemens Industry
PSG240E24RM-89,POWER SUPPLY 24VDC 10A 240W DIN RAIL,EATON,Eaton Bussmann,CUTLER-HAMMER,Eaton
S203-C20-89,MINIATURE CIR BRKR 20A 3P 480Y/277V C CURVE,ABB,,BALDOR,ABB Inc
24PCEFA6G-89,PRESSURE SENSOR 0-0.5 PSI GAUGE PCB MOUNT,,Honeywell Sensing,,Honeywell International
06R213AC-89,PNEUMATIC REGULATOR 1/4 NPT 0-125 PSI,PARKER,Parker Hannifin,,
700-HA32A24-90,RELAY 24VAC 10A 2PDT OCTAL TUBE,ALLEN BRADLEY,Allen-Bradley,ROCKWELL,Rockwell Automation
RPM31BD-90,POWER RELAY 15A 3PDT 24VDC WITH LED,SQUARE D,Schneider Electric,SQUARED,Schneider Electric
3RU2116-1BB0-90,THERMAL OVERLOAD RELAY 1.4-2.0A SIZE S00,SIEMENS,Siemens AG,SIEMENS,Siemens Industry
E57-18LE12-A-90,PROX SENSOR INDUCTIVE M18 12MM NPN NO,EATON,Eaton Bussmann,CUTLER-HAMMER,Eaton
CP-E 24/2.5-90,POWER SUPPLY 24VDC 2.5A 100-240VAC IN,ABB,ABB Installation,BALDOR,ABB Inc
HIH-4000-001-90,HUMIDITY SENSOR ANALOG VOLTAGE OUTPUT,HONEYWELL,Honeywell Sensing,HONEYWELL,Honeywell International
F442-10-10-90,HYDRAULIC HOSE FITTING FEMALE JIC 5/8 TUBE,PARKER,Parker Hannifin,PARKER,Parker Hannifin
140U-J0D3-C40-91,CIR BRKR 40A 3P 600V MOLDED CASE,ALLEN BRADLEY,,ROCKWELL,Rockwell Automation
QO3100-91,CIR BRKR 100A 3P 240V PLUG-IN 10KA,,Schneider Electric,,Schneider Electric
3SU1000-0AB10-0AA0-91,PUSHBUTTON 22MM ROUND PLASTIC BLACK FLUSH,SIEMENS,Siemens AG,,
BAB3030H-91,CIR BRKR 30A 3P 240V BOLT-ON 10KA,EATON,Eaton Bussmann,CUTLER-HAMMER,Eaton
OT16F3-91,DISCONNECT SWITCH 3P 16A DOOR MOUNT,ABB,ABB Installation,BALDOR,ABB Inc
PX2AN1XX150PSAAX-91,HEAVY DUTY PRESSURE TRANSDUCER 150 PSI,HONEYWELL,Honeywell Sensing,HONEYWELL,Honeywell International
PL-4-2-91,PUSH-TO-CONNECT FITTING 1/4 TUBE X 1/8 NPT MALE,PARKER,Parker Hannifin,PARKER,Parker Hannifin
25B-D010N104-92,POWERFLEX 525 VFD 5HP 480VAC 3PH,ALLEN BRADLEY,Allen-Bradley,ROCKWELL,Rockwell Automation
PKF16M434-92,PRATIKE INDUSTRIAL PLUG 16A 3P+E 400V IP44,SQUARE D,Schneider Electric,SQUARED,Schneider Electric
6GK5005-0BA00-1AB2-92,SCALANCE X005 UNMANAGED IE SWITCH 5 RJ45,SIEMENS,Siemens AG,SIEMENS,Siemens Industry
FNQ-R-10-92,CLASS CC TIME DELAY FUSE 10A 600V,EATON,,CUTLER-HAMMER,Eaton
AF16-30-10-13-92,CONTACTOR 16A 100-250VAC/DC 3P 1NO,,ABB Installation,,ABB Inc
GLAC01A1B-92,GLOBAL LIMIT SWITCH 1NC/1NO SPDT SNAP ACTION,HONEYWELL,Honeywell Sensing,,
06L22AC-92,PNEUMATIC LUBRICATOR 1/4 NPT STANDARD MIST,PARKER,Parker Hannifin,PARKER,Parker Hannifin
42EF-D1MNAK-A2-93,PHOTOSENSOR RETRO 24VDC NPN/PNP 2M,ALLEN BRADLEY,Allen-Bradley,ROCKWELL,Rockwell Automation
XMLB010A2S12-93,PRESSURE SWITCH 10 BAR ADJUSTABLE SCALE,SQUARE D,Schneider Electric,SQUARED,Schneider Electric
6EP1333-2BA20-93,SITOP POWER SUPPLY 24VDC 5A 120/230VAC,SIEMENS,Siemens AG,SIEMENS,Siemens Industry
C25DNF340A-93,DEFINITE PURPOSE CONTACTOR 40A 3P 120VAC,EATON,Eaton Bussmann,CUTLER-HAMMER,Eaton
CR-M024DC4-93,PLUG-IN MINIATURE RELAY 4PDT 6A 24VDC,ABB,ABB Installation,BALDOR,ABB Inc
CSNE151-100-93,CLOSED LOOP CURRENT SENSOR 25A PCB MOUNT,HONEYWELL,Honeywell Sensing,HONEYWELL,Honeywell International
P2LBX512ESNDDB49-93,VALVE SOLENOID 24VDC 5/2 WAY 1/4 NPT,PARKER,,PARKER,Parker Hannifin
100-C09EJ01-94,CONTACTOR 9A 24VDC 1NC 3P IEC,,Allen-Bradley,,Rockwell Automation
LC1D25BD-94,CONTACTOR 25A 24VDC 3P TEESYS D,SQUARE D,Schneider Electric,,
6ES7214-1AG40-0XB0-94,SIMATIC S7-1200 CPU 1214C DC/DC/DC 14DI/10DQ/2AI,SIEMENS,Siemens AG,SIEMENS,Siemens Industry
XTCE018C10TD-94,CONTACTOR 18A 24VDC 1NO 3P FRAME C,EATON,Eaton Bussmann,CUTLER-HAMMER,Eaton
CP1-10G-10-94,PUSHBUTTON 22MM COMPACT GREEN FLUSH 1NO,ABB,ABB Installation,BALDOR,ABB Inc
14CE2-1-94,COMPACT ENCLOSED SWITCH ROLLER PLUNGER 1M,HONEYWELL,Honeywell Sensing,HONEYWELL,Honeywell International
PS1-E111-94,PNEUMATIC PRESSURE SWITCH 1-10 BAR DIN CONNECTOR,PARKER,Parker Hannifin,PARKER,Parker Hannifin
140G-G6C3-C50-95,MOLDED CASE CIR BRKR 50A 3P 480V,ALLEN BRADLEY,Allen-Bradley,ROCKWELL,Rockwell Automation
LADN22-95,AUXILIARY CONTACT BLOCK 2NO+2NC TEESYS,SQUARE D,Schneider Electric,SQUARED,Schneider Electric
3RV2011-1AA10-95,CIR BRKR SIZE S00 FOR MOTOR PROT 0.9-1.25A,SIEMENS,,SIEMENS,Siemens Industry
KTK-R-15-95,CLASS CC FAST ACTING FUSE 15A 600V,,Eaton Bussmann,,Eaton
ACS380-040S-02A6-4-95,MACHINERY DRIVE 1HP 480V 3PH IP20,ABB,ABB Installation,,
AML21BBA2AA-95,PUSHBUTTON PUSH-ON/PUSH-OFF SQUARE ILLUM,HONEYWELL,Honeywell Sensing,HONEYWELL,Honeywell International
MA33D-1/4-95,PRESSURE GAUGE 0-160 PSI 1/4 NPT BACK MOUNT,PARKER,Parker Hannifin,PARKER,Parker Hannifin
1756-L83E-96,CONTROLLOGIX 5580 CONTROLLER 10MB,ALLEN BRADLEY,Allen-Bradley,ROCKWELL,Rockwell Automation
TM221CE16R-96,MODICON M221 PLC 16 IO RELAY ETHERNET,SQUARE D,Schneider Electric,SQUARED,Schneider Electric
3SE5112-0CD02-96,LIMIT SWITCH METAL ENCLOSURE ROLLER PLUNGER,SIEMENS,Siemens AG,SIEMENS,Siemens Industry
DG1-34012FB-C21C-96,POWERXL DG1 VFD 7.5HP 480V IP21,EATON,Eaton Bussmann,CUTLER-HAMMER,Eaton
XT2N 125 EKIP LS/I IN=25A-96,TMAX XT2 CIR BRKR 25A 3P 600V,ABB,ABB Installation,BALDOR,ABB Inc
SZL-VL-S-J-96,MINIATURE LIMIT SWITCH CROSS ROLLER PLUNGER,HONEYWELL,,HONEYWELL,Honeywell International
06F22AC-96,PNEUMATIC FILTER 1/4 NPT 5 MICRON COMPACT,,Parker Hannifin,,Parker Hannifin
800T-A1A-97,PUSHBUTTON 30.5MM MOMENTARY BLACK FLUSH,ALLEN BRADLEY,Allen-Bradley,,
XB4BA21-97,PUSHBUTTON 22MM FLUSH BLACK SPRING RETURN,SQUARE D,Schneider Electric,SQUARED,Schneider Electric
6SL3210-1KE13-2UB2-97,SINAMICS G120C 1.5KW 400V 3AC PROFINET,SIEMENS,Siemens AG,SIEMENS,Siemens Industry
M22-D-G-97,PUSHBUTTON 22.5MM NON-ILLUM GREEN FLUSH,EATON,Eaton Bussmann,CUTLER-HAMMER,Eaton
TA25DU-11-97,THERMAL OVERLOAD RELAY 7.5-11A FOR AF09-AF38,ABB,ABB Installation,BALDOR,ABB Inc
MICRO SWITCH BZ-2RW82-A2-97,PREMIUM LARGE BASIC SWITCH SPDT 15A 125V,HONEYWELL,Honeywell Sensing,HONEYWELL,Honeywell International
DX1-411-BL49-97,ISO 5599-1 SIZE 1 VALVE 5/2 SINGLE SOLENOID 24VDC,PARKER,Parker Hannifin,PARKER,Parker Hannifin
193-EEB-98,ELECTRONIC OVERLOAD RELAY 1-5A,ALLEN BRADLEY,Allen-Bradley,ROCKWELL,Rockwell Automation
QO120-98,CIR BRKR 20A 1P 120V PLUG-IN 10KA,SQUARE D,,SQUARED,Schneider Electric
3RT2015-1BB41-98,POWER CONTACTOR 7A 24VDC 3P S00 SCREW,,Siemens AG,,Siemens Industry
LPJ-30SP-98,LOW-PEAK TIME DELAY FUSE 30A 600V DUAL ELEM,EATON,Eaton Bussmann,,
EM3558T-98,BALDOR RELIANCE MOTOR 3HP 1800RPM 3PH 56C TEFC,ABB,ABB Installation,BALDOR,ABB Inc
SS49E-98,LINEAR HALL EFFECT SENSOR 3-PIN RADIAL,HONEYWELL,Honeywell Sensing,HONEYWELL,Honeywell International
341N01-98,VALVE SOLENOID 2-WAY NC 1/4 NPT BRASS 120V,PARKER,Parker Hannifin,PARKER,Parker Hannifin
5069-IB16-99,COMPACT 5000 16PT 24VDC INPUT MODULE,ALLEN BRADLEY,Allen-Bradley,ROCKWELL,Rockwell Automation
ATV320U15N4B-99,ALTIVAR 320 VFD 2HP 480V 3PH COMPACT,SQUARE D,Schneider Electric,SQUARED,Schneider Electric
3VA5110-4EC31-0AA0-99,MOLDED CASE CIR BRKR 100A 3P 480V 25KA,SIEMENS,Siemens AG,SIEMENS,Siemens Industry
PSG240E24RM-99,POWER SUPPLY 24VDC 10A 240W DIN RAIL,EATON,Eaton Bussmann,CUTLER-HAMMER,Eaton
S203-C20-99,MINIATURE CIR BRKR 20A 3P 480Y/277V C CURVE,ABB,,BALDOR,ABB Inc
24PCEFA6G-99,PRESSURE SENSOR 0-0.5 PSI GAUGE PCB MOUNT,,Honeywell Sensing,,Honeywell International
06R213AC-99,PNEUMATIC REGULATOR 1/4 NPT 0-125 PSI,PARKER,Parker Hannifin,,
700-HA32A24-100,RELAY 24VAC 10A 2PDT OCTAL TUBE,ALLEN BRADLEY,Allen-Bradley,ROCKWELL,Rockwell Automation
RPM31BD-100,POWER RELAY 15A 3PDT 24VDC WITH LED,SQUARE D,Schneider Electric,SQUARED,Schneider Electric
3RU2116-1BB0-100,THERMAL OVERLOAD RELAY 1.4-2.0A SIZE S00,SIEMENS,Siemens AG,SIEMENS,Siemens Industry
E57-18LE12-A-100,PROX SENSOR INDUCTIVE M18 12MM NPN NO,EATON,Eaton Bussmann,CUTLER-HAMMER,Eaton
CP-E 24/2.5-100,POWER SUPPLY 24VDC 2.5A 100-240VAC IN,ABB,ABB Installation,BALDOR,ABB Inc
HIH-4000-001-100,HUMIDITY SENSOR ANALOG VOLTAGE OUTPUT,HONEYWELL,Honeywell Sensing,HONEYWELL,Honeywell International
F442-10-10-100,HYDRAULIC HOSE FITTING FEMALE JIC 5/8 TUBE,PARKER,Parker Hannifin,PARKER,Parker Hannifin
140U-J0D3-C40-101,CIR BRKR 40A 3P 600V MOLDED CASE,ALLEN BRADLEY,,ROCKWELL,Rockwell Automation
QO3100-101,CIR BRKR 100A 3P 240V PLUG-IN 10KA,,Schneider Electric,,Schneider Electric
3SU1000-0AB10-0AA0-101,PUSHBUTTON 22MM ROUND PLASTIC BLACK FLUSH,SIEMENS,Siemens AG,,
BAB3030H-101,CIR BRKR 30A 3P 240V BOLT-ON 10KA,EATON,Eaton Bussmann,CUTLER-HAMMER,Eaton
OT16F3-101,DISCONNECT SWITCH 3P 16A DOOR MOUNT,ABB,ABB Installation,BALDOR,ABB Inc
PX2AN1XX150PSAAX-101,HEAVY DUTY PRESSURE TRANSDUCER 150 PSI,HONEYWELL,Honeywell Sensing,HONEYWELL,Honeywell International
PL-4-2-101,PUSH-TO-CONNECT FITTING 1/4 TUBE X 1/8 NPT MALE,PARKER,Parker Hannifin,PARKER,Parker Hannifin
25B-D010N104-102,POWERFLEX 525 VFD 5HP 480VAC 3PH,ALLEN BRADLEY,Allen-Bradley,ROCKWELL,Rockwell Automation
PKF16M434-102,PRATIKE INDUSTRIAL PLUG 16A 3P+E 400V IP44,SQUARE D,Schneider Electric,SQUARED,Schneider Electric
6GK5005-0BA00-1AB2-102,SCALANCE X005 UNMANAGED IE SWITCH 5 RJ45,SIEMENS,Siemens AG,SIEMENS,Siemens Industry
FNQ-R-10-102,CLASS CC TIME DELAY FUSE 10A 600V,EATON,,CUTLER-HAMMER,Eaton
AF16-30-10-13-102,CONTACTOR 16A 100-250VAC/DC 3P 1NO,,ABB Installation,,ABB Inc
GLAC01A1B-102,GLOBAL LIMIT SWITCH 1NC/1NO SPDT SNAP ACTION,HONEYWELL,Honeywell Sensing,,
06L22AC-102,PNEUMATIC LUBRICATOR 1/4 NPT STANDARD MIST,PARKER,Parker Hannifin,PARKER,Parker Hannifin
42EF-D1MNAK-A2-103,PHOTOSENSOR RETRO 24VDC NPN/PNP 2M,ALLEN BRADLEY,Allen-Bradley,ROCKWELL,Rockwell Automation
XMLB010A2S12-103,PRESSURE SWITCH 10 BAR ADJUSTABLE SCALE,SQUARE D,Schneider Electric,SQUARED,Schneider Electric
6EP1333-2BA20-103,SITOP POWER SUPPLY 24VDC 5A 120/230VAC,SIEMENS,Siemens AG,SIEMENS,Siemens Industry
C25DNF340A-103,DEFINITE PURPOSE CONTACTOR 40A 3P 120VAC,EATON,Eaton Bussmann,CUTLER-HAMMER,Eaton
CR-M024DC4-103,PLUG-IN MINIATURE RELAY 4PDT 6A 24VDC,ABB,ABB Installation,BALDOR,ABB Inc
CSNE151-100-103,CLOSED LOOP CURRENT SENSOR 25A PCB MOUNT,HONEYWELL,Honeywell Sensing,HONEYWELL,Honeywell International
P2LBX512ESNDDB49-103,VALVE SOLENOID 24VDC 5/2 WAY 1/4 NPT,PARKER,,PARKER,Parker Hannifin
100-C09EJ01-104,CONTACTOR 9A 24VDC 1NC 3P IEC,,Allen-Bradley,,Rockwell Automation
LC1D25BD-104,CONTACTOR 25A 24VDC 3P TEESYS D,SQUARE D,Schneider Electric,,
6ES7214-1AG40-0XB0-104,SIMATIC S7-1200 CPU 1214C DC/DC/DC 14DI/10DQ/2AI,SIEMENS,Siemens AG,SIEMENS,Siemens Industry
XTCE018C10TD-104,CONTACTOR 18A 24VDC 1NO 3P FRAME C,EATON,Eaton Bussmann,CUTLER-HAMMER,Eaton
CP1-10G-10-104,PUSHBUTTON 22MM COMPACT GREEN FLUSH 1NO,ABB,ABB Installation,BALDOR,ABB Inc
14CE2-1-104,COMPACT ENCLOSED SWITCH ROLLER PLUNGER 1M,HONEYWELL,Honeywell Sensing,HONEYWELL,Honeywell International
PS1-E111-104,PNEUMATIC PRESSURE SWITCH 1-10 BAR DIN CONNECTOR,PARKER,Parker Hannifin,PARKER,Parker Hannifin
140G-G6C3-C50-105,MOLDED CASE CIR BRKR 50A 3P 480V,ALLEN BRADLEY,Allen-Bradley,ROCKWELL,Rockwell Automation
LADN22-105,AUXILIARY CONTACT BLOCK 2NO+2NC TEESYS,SQUARE D,Schneider Electric,SQUARED,Schneider Electric
3RV2011-1AA10-105,CIR BRKR SIZE S00 FOR MOTOR PROT 0.9-1.25A,SIEMENS,,SIEMENS,Siemens Industry
KTK-R-15-105,CLASS CC FAST ACTING FUSE 15A 600V,,Eaton Bussmann,,Eaton
ACS380-040S-02A6-4-105,MACHINERY DRIVE 1HP 480V 3PH IP20,ABB,ABB Installation,,
AML21BBA2AA-105,PUSHBUTTON PUSH-ON/PUSH-OFF SQUARE ILLUM,HONEYWELL,Honeywell Sensing,HONEYWELL,Honeywell International
MA33D-1/4-105,PRESSURE GAUGE 0-160 PSI 1/4 NPT BACK MOUNT,PARKER,Parker Hannifin,PARKER,Parker Hannifin
1756-L83E-106,CONTROLLOGIX 5580 CONTROLLER 10MB,ALLEN BRADLEY,Allen-Bradley,ROCKWELL,Rockwell Automation
TM221CE16R-106,MODICON M221 PLC 16 IO RELAY ETHERNET,SQUARE D,Schneider Electric,SQUARED,Schneider Electric
3SE5112-0CD02-106,LIMIT SWITCH METAL ENCLOSURE ROLLER PLUNGER,SIEMENS,Siemens AG,SIEMENS,Siemens Industry
DG1-34012FB-C21C-106,POWERXL DG1 VFD 7.5HP 480V IP21,EATON,Eaton Bussmann,CUTLER-HAMMER,Eaton
XT2N 125 EKIP LS/I IN=25A-106,TMAX XT2 CIR BRKR 25A 3P 600V,ABB,ABB Installation,BALDOR,ABB Inc
SZL-VL-S-J-106,MINIATURE LIMIT SWITCH CROSS ROLLER PLUNGER,HONEYWELL,,HONEYWELL,Honeywell International
06F22AC-106,PNEUMATIC FILTER 1/4 NPT 5 MICRON COMPACT,,Parker Hannifin,,Parker Hannifin
800T-A1A-107,PUSHBUTTON 30.5MM MOMENTARY BLACK FLUSH,ALLEN BRADLEY,Allen-Bradley,,
XB4BA21-107,PUSHBUTTON 22MM FLUSH BLACK SPRING RETURN,SQUARE D,Schneider Electric,SQUARED,Schneider Electric
6SL3210-1KE13-2UB2-107,SINAMICS G120C 1.5KW 400V 3AC PROFINET,SIEMENS,Siemens AG,SIEMENS,Siemens Industry
M22-D-G-107,PUSHBUTTON 22.5MM NON-ILLUM GREEN FLUSH,EATON,Eaton Bussmann,CUTLER-HAMMER,Eaton
TA25DU-11-107,THERMAL OVERLOAD RELAY 7.5-11A FOR AF09-AF38,ABB,ABB Installation,BALDOR,ABB Inc
MICRO SWITCH BZ-2RW82-A2-107,PREMIUM LARGE BASIC SWITCH SPDT 15A 125V,HONEYWELL,Honeywell Sensing,HONEYWELL,Honeywell International
DX1-411-BL49-107,ISO 5599-1 SIZE 1 VALVE 5/2 SINGLE SOLENOID 24VDC,PARKER,Parker Hannifin,PARKER,Parker Hannifin
193-EEB-108,ELECTRONIC OVERLOAD RELAY 1-5A,ALLEN BRADLEY,Allen-Bradley,ROCKWELL,Rockwell Automation
QO120-108,CIR BRKR 20A 1P 120V PLUG-IN 10KA,SQUARE D,,SQUARED,Schneider Electric
3RT2015-1BB41-108,POWER CONTACTOR 7A 24VDC 3P S00 SCREW,,Siemens AG,,Siemens Industry
LPJ-30SP-108,LOW-PEAK TIME DELAY FUSE 30A 600V DUAL ELEM,EATON,Eaton Bussmann,,
EM3558T-108,BALDOR RELIANCE MOTOR 3HP 1800RPM 3PH 56C TEFC,ABB,ABB Installation,BALDOR,ABB Inc
SS49E-108,LINEAR HALL EFFECT SENSOR 3-PIN RADIAL,HONEYWELL,Honeywell Sensing,HONEYWELL,Honeywell International
341N01-108,VALVE SOLENOID 2-WAY NC 1/4 NPT BRASS 120V,PARKER,Parker Hannifin,PARKER,Parker Hannifin
5069-IB16-109,COMPACT 5000 16PT 24VDC INPUT MODULE,ALLEN BRADLEY,Allen-Bradley,ROCKWELL,Rockwell Automation
ATV320U15N4B-109,ALTIVAR 320 VFD 2HP 480V 3PH COMPACT,SQUARE D,Schneider Electric,SQUARED,Schneider Electric
3VA5110-4EC31-0AA0-109,MOLDED CASE CIR BRKR 100A 3P 480V 25KA,SIEMENS,Siemens AG,SIEMENS,Siemens Industry
PSG240E24RM-109,POWER SUPPLY 24VDC 10A 240W DIN RAIL,EATON,Eaton Bussmann,CUTLER-HAMMER,Eaton
S203-C20-109,MINIATURE CIR BRKR 20A 3P 480Y/277V C CURVE,ABB,,BALDOR,ABB Inc
24PCEFA6G-109,PRESSURE SENSOR 0-0.5 PSI GAUGE PCB MOUNT,,Honeywell Sensing,,Honeywell International
06R213AC-109,PNEUMATIC REGULATOR 1/4 NPT 0-125 PSI,PARKER,Parker Hannifin,,
700-HA32A24-110,RELAY 24VAC 10A 2PDT OCTAL TUBE,ALLEN BRADLEY,Allen-Bradley,ROCKWELL,Rockwell Automation
RPM31BD-110,POWER RELAY 15A 3PDT 24VDC WITH LED,SQUARE D,Schneider Electric,SQUARED,Schneider Electric
3RU2116-1BB0-110,THERMAL OVERLOAD RELAY 1.4-2.0A SIZE S00,SIEMENS,Siemens AG,SIEMENS,Siemens Industry
E57-18LE12-A-110,PROX SENSOR INDUCTIVE M18 12MM NPN NO,EATON,Eaton Bussmann,CUTLER-HAMMER,Eaton
CP-E 24/2.5-110,POWER SUPPLY 24VDC 2.5A 100-240VAC IN,ABB,ABB Installation,BALDOR,ABB Inc
HIH-4000-001-110,HUMIDITY SENSOR ANALOG VOLTAGE OUTPUT,HONEYWELL,Honeywell Sensing,HONEYWELL,Honeywell International
F442-10-10-110,HYDRAULIC HOSE FITTING FEMALE JIC 5/8 TUBE,PARKER,Parker Hannifin,PARKER,Parker Hannifin
140U-J0D3-C40-111,CIR BRKR 40A 3P 600V MOLDED CASE,ALLEN BRADLEY,,ROCKWELL,Rockwell Automation
QO3100-111,CIR BRKR 100A 3P 240V PLUG-IN 10KA,,Schneider Electric,,Schneider Electric
3SU1000-0AB10-0AA0-111,PUSHBUTTON 22MM ROUND PLASTIC BLACK FLUSH,SIEMENS,Siemens AG,,
BAB3030H-111,CIR BRKR 30A 3P 240V BOLT-ON 10KA,EATON,Eaton Bussmann,CUTLER-HAMMER,Eaton
OT16F3-111,DISCONNECT SWITCH 3P 16A DOOR MOUNT,ABB,ABB Installation,BALDOR,ABB Inc
PX2AN1XX150PSAAX-111,HEAVY DUTY PRESSURE TRANSDUCER 150 PSI,HONEYWELL,Honeywell Sensing,HONEYWELL,Honeywell International
PL-4-2-111,PUSH-TO-CONNECT FITTING 1/4 TUBE X 1/8 NPT MALE,PARKER,Parker Hannifin,PARKER,Parker Hannifin
25B-D010N104-112,POWERFLEX 525 VFD 5HP 480VAC 3PH,ALLEN BRADLEY,Allen-Bradley,ROCKWELL,Rockwell Automation
PKF16M434-112,PRATIKE INDUSTRIAL PLUG 16A 3P+E 400V IP44,SQUARE D,Schneider Electric,SQUARED,Schneider Electric
6GK5005-0BA00-1AB2-112,SCALANCE X005 UNMANAGED IE SWITCH 5 RJ45,SIEMENS,Siemens AG,SIEMENS,Siemens Industry
FNQ-R-10-112,CLASS CC TIME DELAY FUSE 10A 600V,EATON,,CUTLER-HAMMER,Eaton
AF16-30-10-13-112,CONTACTOR 16A 100-250VAC/DC 3P 1NO,,ABB Installation,,ABB Inc
GLAC01A1B-112,GLOBAL LIMIT SWITCH 1NC/1NO SPDT SNAP ACTION,HONEYWELL,Honeywell Sensing,,
06L22AC-112,PNEUMATIC LUBRICATOR 1/4 NPT STANDARD MIST,PARKER,Parker Hannifin,PARKER,Parker Hannifin
42EF-D1MNAK-A2-113,PHOTOSENSOR RETRO 24VDC NPN/PNP 2M,ALLEN BRADLEY,Allen-Bradley,ROCKWELL,Rockwell Automation
XMLB010A2S12-113,PRESSURE SWITCH 10 BAR ADJUSTABLE SCALE,SQUARE D,Schneider Electric,SQUARED,Schneider Electric
6EP1333-2BA20-113,SITOP POWER SUPPLY 24VDC 5A 120/230VAC,SIEMENS,Siemens AG,SIEMENS,Siemens Industry
C25DNF340A-113,DEFINITE PURPOSE CONTACTOR 40A 3P 120VAC,EATON,Eaton Bussmann,CUTLER-HAMMER,Eaton
CR-M024DC4-113,PLUG-IN MINIATURE RELAY 4PDT 6A 24VDC,ABB,ABB Installation,BALDOR,ABB Inc
CSNE151-100-113,CLOSED LOOP CURRENT SENSOR 25A PCB MOUNT,HONEYWELL,Honeywell Sensing,HONEYWELL,Honeywell International
P2LBX512ESNDDB49-113,VALVE SOLENOID 24VDC 5/2 WAY 1/4 NPT,PARKER,,PARKER,Parker Hannifin
100-C09EJ01-114,CONTACTOR 9A 24VDC 1NC 3P IEC,,Allen-Bradley,,Rockwell Automation
LC1D25BD-114,CONTACTOR 25A 24VDC 3P TEESYS D,SQUARE D,Schneider Electric,,
6ES7214-1AG40-0XB0-114,SIMATIC S7-1200 CPU 1214C DC/DC/DC 14DI/10DQ/2AI,SIEMENS,Siemens AG,SIEMENS,Siemens Industry
XTCE018C10TD-114,CONTACTOR 18A 24VDC 1NO 3P FRAME C,EATON,Eaton Bussmann,CUTLER-HAMMER,Eaton
CP1-10G-10-114,PUSHBUTTON 22MM COMPACT GREEN FLUSH 1NO,ABB,ABB Installation,BALDOR,ABB Inc
14CE2-1-114,COMPACT ENCLOSED SWITCH ROLLER PLUNGER 1M,HONEYWELL,Honeywell Sensing,HONEYWELL,Honeywell International
PS1-E111-114,PNEUMATIC PRESSURE SWITCH 1-10 BAR DIN CONNECTOR,PARKER,Parker Hannifin,PARKER,Parker Hannifin
140G-G6C3-C50-115,MOLDED CASE CIR BRKR 50A 3P 480V,ALLEN BRADLEY,Allen-Bradley,ROCKWELL,Rockwell Automation
LADN22-115,AUXILIARY CONTACT BLOCK 2NO+2NC TEESYS,SQUARE D,Schneider Electric,SQUARED,Schneider Electric
3RV2011-1AA10-115,CIR BRKR SIZE S00 FOR MOTOR PROT 0.9-1.25A,SIEMENS,,SIEMENS,Siemens Industry
KTK-R-15-115,CLASS CC FAST ACTING FUSE 15A 600V,,Eaton Bussmann,,Eaton
ACS380-040S-02A6-4-115,MACHINERY DRIVE 1HP 480V 3PH IP20,ABB,ABB Installation,,
AML21BBA2AA-115,PUSHBUTTON PUSH-ON/PUSH-OFF SQUARE ILLUM,HONEYWELL,Honeywell Sensing,HONEYWELL,Honeywell International
MA33D-1/4-115,PRESSURE GAUGE 0-160 PSI 1/4 NPT BACK MOUNT,PARKER,Parker Hannifin,PARKER,Parker Hannifin
1756-L83E-116,CONTROLLOGIX 5580 CONTROLLER 10MB,ALLEN BRADLEY,Allen-Bradley,ROCKWELL,Rockwell Automation
